SearchTerm,PageNum,Rank,Sponsered,ProductURL,Title,ASIN,SalesPrice,ListPrice,RatingsCount,AvgRating
pepsico,2,39,False,https://www.amazon.com/Pack-Mountain-Kickstart-Orange-Citrus/dp/B00EZCKULS/ref=sr_1_87,Mountain Dew Kickstart - Orange Citrus - 16fl oz (Pack of 8),B00EZCKULS,,,39,4.6 out of 5 stars
pepsico,2,40,False,https://www.amazon.com/fast-twitch-energy-drink/dp/B0BG97KSSH/ref=sr_1_88,"Fast Twitch Variety Pack Energy Drink, 12 Fl Oz Bottles, 12 Pack",B0BG97KSSH,,,829,4.5 out of 5 stars
pepsico,2,41,False,https://www.amazon.com/Propel-Support-Vitamin-Packets-Raspberry/dp/B09NQRW45N/ref=sr_1_89,"Propel Immune Support With Vitamin C + Zinc Powder Packets, Orange Raspberry ,10 Count (Pack of 12)",B09NQRW45N,,,214,4.7 out of 5 stars
pepsico,2,42,False,https://www.amazon.com/Lays-Potato-Chips-Spanish-Tomato/dp/B06XRD7RCD/ref=sr_1_90,"Lay's Potato Chips, Spanish Tomato Tango, 30 grams - India",B06XRD7RCD,,,17,3.5 out of 5 stars
pepsico,2,43,False,https://www.amazon.com/Gatorade-Thirst-Quencher-Frost-Variety/dp/B0BS1Q96Z5/ref=sr_1_91,"Gatorade Thirst Quencher, Frost Variety Pack 2.0, 12 Fl Oz (Pack of 24)",B0BS1Q96Z5,,,"1,237",4.7 out of 5 stars
pepsico,2,44,False,https://www.amazon.com/Simply-Asia-Spicy-Kung-Noodle/dp/B016F7GIOI/ref=sr_1_92,"Simply Asia Spicy Kung Pao Noodle Bowl, 8.5 Oz",B016F7GIOI,,,"5,067",4.0 out of 5 stars
pepsico,2,45,False,https://www.amazon.com/Dew-Energy-Blueberry-Pomegranate-Burst/dp/B09GWD9114/ref=sr_1_93,"Mountain Dew Energy Blueberry Pomegranate Burst, 16 Fl Oz Cans, 4 Pack",B09GWD9114,,,87,4.3 out of 5 stars
pepsico,2,46,False,https://www.amazon.com/Smartfood-Popcorn-Sampler-5oz-Count/dp/B09NZGD2VK/ref=sr_1_94,Smartfood Popcorn Sampler .0.5 Ounce (Pack of 40),B09NZGD2VK,,,"49,289",4.6 out of 5 stars
pepsico,2,47,False,https://www.amazon.com/Gatorade-Thirst-Quencher-Powder-Variety/dp/B01M26MLTN/ref=sr_1_95,Gatorade Thirst Quencher 51Oz Powder Variety Pack (Pack of 3),B01M26MLTN,,,"7,864",4.7 out of 5 stars
pepsico,2,48,False,https://www.amazon.com/Starry-Sugar-Lemon-Caffeine-Count/dp/B0BCX7Y4ZW/ref=sr_1_96,"Starry Lemon Lime Soda Zero Sugar, 12 Fl Oz Cans, 12 Pack",B0BCX7Y4ZW,,,52,4.0 out of 5 stars
pepsico,2,49,False,https://www.amazon.com/Gatorlyte-Rehydration-Electrolyte-Beverage-Bottles/dp/B09NQSDYN6/ref=sr_1_97,"Gatorlyte Rapid Rehydration Electrolyte Beverage, Orange, 20oz Bottles (12 Pack)",B09NQSDYN6,,,"3,755",4.6 out of 5 stars
pepsico,2,50,False,https://www.amazon.com/Starbucks-Coffee-Nitro-Splash-Sweet/dp/B09QQQ6YSC/ref=sr_1_98,"Starbucks - RTD Coffee Nitro Cold Brew, Splash of Sweet Cream, 9.6oz 8pk, Brown",B09QQQ6YSC,,,"8,620",4.5 out of 5 stars
pepsico,2,51,False,https://www.amazon.com/Propel-Grape-Liter-Pack/dp/B0BMW7R585/ref=sr_1_99,"Propel, Grape, 1 Liter (Pack of 6)",B0BMW7R585,,,624,4.8 out of 5 stars
pepsico,2,52,False,https://www.amazon.com/Starry-Lemon-Lime-Caffeine-Count/dp/B0BCX9QWQ2/ref=sr_1_100,"Starry Lemon Lime Soda, 12 Fl Oz Cans, 12 Pack",B0BCX9QWQ2,,,64,4.3 out of 5 stars
